nombre,apellido,sexo,fecha_nacimiento,pais,id_cedula,fecha_cedula,no_celular,correo,info_requerida,status_proceso,counter
 Pau ,NUÑEZ,H,11/06/1989,COL,879214538,01/18/2004,+57157999455, PaNUÑ319@correo.com,1,NOK,3
 Pol ,ALVAREZ,H,03/17/1973,ARG,576999637,07/09/1987,+54475668532, PoALV947@correo.com,1,OK,0
 Guillermo ,SANCHEZ,H,11/18/1991,ARG,643655688,02/19/2009,+54248615034, GuSAN533@correo.com,1,NOK,1
Blanca,CRUZ,M,03/23/1990,ESP,772123318,08/30/2004,+34832925437,BlaCRU0@correo.com,1,OK,0
Tempestad,CASTILLO,M,07/10/1968,PER,596834351,10/28/1974,+51311562516,TemCAS488@correo.com,1,NOK,0
 Pau ,HERRERO,H,01/31/1997,ARG,993862606,12/10/2001,+54414285141, PaHER116@correo.com,1,OK,0
 Noah ,IBAÑEZ,H,12/25/1966,ESP,650120328,02/26/1977,+34539084792, NoIBA319@correo.com,1,OK,0
Orquídea,RAMIREZ,M,02/28/1982,ESP,798434171,09/19/1983,+34642982275,OrqRAM545@correo.com,1,OK,0
 Martín ,GUTIERREZ,H,10/10/1997,COL,402094394,11/04/2016,+57673138450, MaGUT227@correo.com,1,NOK,0
Ángela,HERRERA,M,04/03/1996,ARG,874784761,05/03/2011,+54923040443,ÁngHER877@correo.com,1,NOK,3
Aitana,GUERRERO,M,08/24/1999,ESP,248109499,11/08/1999,+34994864504,AitGUE292@correo.com,1,OK,0
 Isaac ,CANO,H,01/07/1967,ESP,962117556,08/23/1978,+34145233877, IsCAN925@correo.com,1,OK,0
Dalia,GALLARDO,M,09/30/1983,PER,658889080,03/22/1995,+51522839350,DalGAL273@correo.com,1,OK,0
Candela,VIDAL,M,09/17/1993,ARG,551320004,05/16/2013,+54255357037,CanVID884@correo.com,1,NOK,3
Rosa,DURAN,M,01/13/1971,PER,462056240,06/14/1976,+51268765474,RosDUR44@correo.com,1,NOK,1
Celia,DIEZ,M,06/26/1977,COL,937289961,10/11/1994,+57878480534,CelDIE530@correo.com,1,NOK,2
Cristina,MARTIN,M,07/13/1965,ARG,319325200,12/29/1965,+54908045232,CriMAR407@correo.com,1,NOK,1
Esmeralda,PRIETO,M,06/15/1971,ESP,722553285,01/23/1975,+34175081686,EsmPRI605@correo.com,1,OK,0
Berta,FUENTES,M,08/05/1980,ARG,203646308,06/29/1986,+54635012293,BerFUE22@correo.com,1,NOK,2
Fátima,MENDEZ,M,12/04/1982,ESP,950142912,01/24/2000,+34492027046,FátMEN929@correo.com,1,OK,0
 Daniel ,VICENTE,H,11/07/1970,PER,315190554,02/21/1975,+51692542163, DaVIC819@correo.com,1,NOK,3
 Teo ,GONZALEZ,H,11/18/1963,PER,986098295,02/14/1964,+51648713026, TeGON18@correo.com,1,NOK,3
 Isaac ,CALVO,H,08/10/1987,COL,308562594,06/30/1992,+57888220820, IsCAL973@correo.com,1,NOK,0
Orquídea,SANTANA,M,12/11/1965,PER,482152943,03/09/1981,+51516609910,OrqSAN97@correo.com,1,NOK,1
África,PEÑA,M,05/16/1978,COL,145201261,03/21/1988,+57785316672,ÁfrPEÑ891@correo.com,1,NOK,0
 Álex ,SOTO,H,07/10/1980,COL,730673782,09/30/1983,+57912188385, ÁlSOT760@correo.com,1,NOK,1
 Arnau ,GARRIDO,H,07/16/1970,COL,232390561,10/19/1981,+57100576228, ArGAR310@correo.com,1,OK,0
Alejandra,PEREZ,M,10/28/1996,ARG,711808463,09/03/2015,+54265641426,AlePER138@correo.com,1,OK,0
 Leonardo ,MARQUEZ,H,04/01/1999,ARG,493805254,07/07/2002,+54441320560, LeMAR102@correo.com,1,OK,0
Margarita,GARRIDO,M,04/28/2003,MEX,735354775,04/26/2008,+52930119699,MarGAR507@correo.com,1,NOK,1
Jora,CANO,M,11/30/1983,COL,805816716,02/24/1986,+57256514363,JorCAN544@correo.com,1,NOK,3
 Samuel ,LOZANO,H,05/14/1965,COL,856057990,06/18/1966,+57444937203, SaLOZ895@correo.com,1,OK,0
 Youssef ,CRUZ,H,05/28/1964,PER,500916736,01/15/1982,+51921981158, YoCRU445@correo.com,1,NOK,1
Hortensia,GALLARDO,M,01/16/1966,MEX,178790551,09/01/1978,+52876487678,HorGAL216@correo.com,1,OK,0
Brena,LOZANO,M,09/18/1974,ARG,342539582,10/22/1989,+54635181071,BreLOZ375@correo.com,1,NOK,2
 David ,RAMOS,H,08/06/1970,ESP,580932856,02/17/1979,+34281385634, DaRAM254@correo.com,1,NOK,1
Bronte,HERRERO,M,10/20/1988,MEX,539902529,11/08/2003,+52641333261,BroHER83@correo.com,1,OK,0
 Francisco ,MEDINA,H,12/19/1964,MEX,830956475,11/26/1981,+52563670243, FrMED826@correo.com,1,NOK,2
,MOLINA,M,07/25/1996,MEX,332025718,05/09/2003,+52276267156,MOL791@correo.com,1,OK,0
 Axel ,ORTIZ,H,06/29/1969,ARG,310083438,05/09/1981,+54406615875, AxORT387@correo.com,1,NOK,3
 Pablo ,GOMEZ,H,11/24/1992,ARG,643955377,07/27/2012,+54575812032, PaGOM846@correo.com,1,OK,0
 Ian ,IBAÑEZ,H,03/01/1986,PER,549112722,11/27/2000,+51517700551, IaIBA960@correo.com,1,OK,0
Clara,ROJAS,M,11/02/1992,MEX,758215155,04/08/2003,+52649140568,ClaROJ327@correo.com,1,NOK,2
Ainhoa,DELGADO,M,10/21/1964,PER,762080989,01/07/1983,+51381045182,AinDEL50@correo.com,1,OK,0
 Alberto ,CABRERA,H,12/16/1986,PER,971658396,08/31/1999,+51122613229, AlCAB347@correo.com,1,OK,0
Otoño,CARMONA,M,08/21/1990,ARG,447984613,11/09/1990,+54827177723,OtoCAR124@correo.com,1,OK,0
Aluvión,MENDEZ,M,11/18/1977,PER,676417180,06/23/1984,+51258899151,AluMEN305@correo.com,1,OK,0
Clara,CORTES,M,01/23/1973,ESP,137556348,09/23/1991,+34471893666,ClaCOR185@correo.com,1,OK,0
 Luka ,SUAREZ,H,10/13/1963,PER,791294610,06/27/1970,+51980824093, LuSUA261@correo.com,1,OK,0
Fátima,NUÑEZ,M,08/25/1966,ARG,993685672,08/16/1967,+54314199910,FátNUÑ578@correo.com,1,OK,0
 Alejandro ,NIETO,H,02/07/1999,ARG,128416523,05/26/2015,+54508631836, AlNIE722@correo.com,1,OK,0
África,SERRANO,M,06/23/1972,COL,574222273,11/13/1991,+57648787404,ÁfrSER185@correo.com,1,NOK,2
 Martín ,ROMAN,H,11/17/2003,ESP,324392342,09/19/2019,+34762324710, MaROM228@correo.com,1,OK,0
 Luis ,MARTIN,H,06/09/1972,ARG,433667984,02/01/1992,+54927312418, LuMAR626@correo.com,1,OK,0
Dalia,RODRIGUEZ,M,06/02/1969,ARG,101962836,01/18/1988,+54107404432,DalROD562@correo.com,1,NOK,1
Aitana,AGUILAR,M,08/18/1998,ESP,866735845,05/24/2014,+34917765806,AitAGU994@correo.com,1,OK,0
 Omar ,AGUILAR,H,10/02/1981,ARG,543822862,01/13/1995,+54990876097, OmAGU285@correo.com,1,OK,0
 Jaime ,PRIETO,H,11/23/1966,MEX,378822359,07/02/1980,+52758330654, JaPRI739@correo.com,1,NOK,1
Helena,AGUILAR,M,06/28/1981,ARG,748585429,01/23/1996,+54238068781,HelAGU784@correo.com,1,OK,0
 Lucas ,PASTOR,H,12/08/1995,ESP,895902750,02/28/2012,+34250199422, LuPAS277@correo.com,1,NOK,2
 Noah ,AGUILAR,H,07/06/1965,PER,675806824,10/31/1982,+51378992739, NoAGU652@correo.com,1,NOK,1
 Unai ,CRUZ,H,12/27/1968,COL,350315603,06/15/1984,+57166157745, UnCRU208@correo.com,1,NOK,0
 Samuel ,ROJAS,H,05/01/1969,MEX,217227698,07/02/1983,+52913318491, SaROJ650@correo.com,1,NOK,2
 Biel ,CABRERA,H,07/25/1990,ESP,746377900,09/16/2008,+34345293922, BiCAB695@correo.com,1,OK,0
 Pau ,MARTIN,H,02/09/1999,PER,285136513,08/12/1999,+51232246126, PaMAR982@correo.com,1,OK,0
 Cristian ,VICENTE,H,05/08/1980,ARG,556351853,07/11/1990,+54810532496, CrVIC343@correo.com,1,OK,0
 Joel ,LOZANO,H,02/13/1987,ESP,434416331,02/04/1990,+34722456601, JoLOZ529@correo.com,1,NOK,3
 Gonzalo ,VICENTE,H,07/19/1998,ESP,172369828,05/04/2012,+34192506234, GoVIC925@correo.com,1,NOK,0
 Marc ,VICENTE,H,07/29/1979,PER,287087427,08/30/1980,+51937053386, MaVIC616@correo.com,1,NOK,2
 Aitor ,CALVO,H,02/02/1978,PER,405158564,06/13/1992,+51307677410, AiCAL678@correo.com,1,NOK,3
 Gabriel ,MORENO,H,01/03/1994,COL,253863938,01/20/1999,+57233352993, GaMOR227@correo.com,1,NOK,3
 Teo ,PEÑA,H,02/22/1977,MEX,194324413,11/06/1996,+52874138982, TePEÑ163@correo.com,1,OK,0
Anahí,GUTIERREZ,M,04/26/1979,ESP,604436405,02/05/1985,+34385394239,AnaGUT888@correo.com,1,NOK,0
 Marcos ,MENDEZ,H,02/02/2002,COL,715620735,05/22/2013,+57119018317, MaMEN145@correo.com,1,NOK,0
 Héctor ,PASTOR,H,05/02/1971,PER,854967076,09/11/1972,+51960459461, HéPAS641@correo.com,1,OK,0
 Ignacio ,,H,06/23/1987,COL,149107961,10/03/2003,+57481363154, Ig920@correo.com,1,NOK,1
Adara,SANZ,M,06/17/2003,ESP,491995923,12/05/2006,+34853820621,AdaSAN548@correo.com,1,OK,0
 Nicolás ,BRAVO,H,12/01/1962,COL,658786314,02/09/1977,+57729562103, NiBRA228@correo.com,1,NOK,3
Claudia,SANZ,M,06/25/1987,PER,696691576,11/07/2005,+51268519558,ClaSAN328@correo.com,1,NOK,0
 Sergio ,PASCUAL,H,11/21/1977,ARG,548649152,07/24/1987,+54831069023, SePAS411@correo.com,1,OK,0
 Isaac ,ALVAREZ,H,04/27/1965,MEX,396332863,08/05/1972,+52362674680, IsALV533@correo.com,1,OK,0
Lía,MOYA,M,09/08/1992,ARG,686929490,01/05/2008,+54107147436,LíaMOY829@correo.com,1,NOK,0
 Iker ,SAEZ,H,12/09/1977,ESP,107306012,01/28/1984,+34879743583, IkSAE306@correo.com,1,OK,0
Cayetana,JIMENEZ,M,07/24/2002,ESP,391246035,03/18/2021,+34230787436,CayJIM267@correo.com,1,NOK,3
Claudia,ROMERO,M,07/29/1974,ESP,173687476,02/02/1977,+34852348375,ClaROM511@correo.com,1,OK,0
 Jorge ,SANTIAGO,H,03/21/1962,COL,148113502,02/24/1972,+57690468964, JoSAN708@correo.com,1,OK,0
Violeta,SOLER,M,10/23/1966,PER,684612313,12/26/1972,+51863756042,VioSOL707@correo.com,1,OK,0
 Mohamed ,MORENO,H,11/11/1996,ARG,458873998,03/21/2012,+54336517620, MoMOR694@correo.com,1,NOK,0
 Marco ,ROMAN,H,07/26/1996,MEX,315248284,08/07/2006,+52935432910, MaROM308@correo.com,1,OK,0
 Enzo ,VIDAL,H,03/02/1984,MEX,748008384,01/05/1988,+52899424206, EnVID37@correo.com,1,OK,0
 Leo ,RAMIREZ,H,11/09/1978,ESP,772603443,04/02/1979,+34677124025, LeRAM124@correo.com,1,NOK,2
Helia,BENITEZ,M,05/31/1971,COL,682564087,05/03/1989,+57684106927,HelBEN467@correo.com,1,NOK,0
 Iván ,SOLER,H,12/25/1989,ESP,354909449,06/06/2002,+34860604838, IvSOL598@correo.com,1,OK,0
 Pol ,HIDALGO,H,01/11/2000,MEX,770462498,12/26/2014,+52619692988, PoHID601@correo.com,1,NOK,1
 Mauro ,BLANCO,H,11/14/1965,ESP,239718171,03/31/1972,+34569376962, MaBLA147@correo.com,1,NOK,0
Carla,MARQUEZ,M,07/29/1997,COL,601159493,04/06/2002,+57433157816,CarMAR579@correo.com,1,NOK,0
Aroa,ALVAREZ,M,04/07/1971,MEX,434400456,10/22/1980,+52256593837,AroALV167@correo.com,1,OK,0
Magnolia,CAMPOS,M,04/24/1982,ESP,645085889,01/06/1991,+34453845958,MagCAM628@correo.com,1,OK,0
Iris,VIDAL,M,02/23/2003,COL,150626260,11/09/2019,+57592420088,IriVID536@correo.com,1,OK,0
Rosa,ROMERO,M,07/07/1981,COL,162594917,07/11/1983,+57136807811,RosROM154@correo.com,1,NOK,2
Celia,MORA,M,07/25/1989,ESP,166754854,12/22/1998,+34945348788,CelMOR735@correo.com,1,OK,0
 Rubén ,MORALES,H,10/05/1978,PER,340068634,04/27/1986,+51572592283, RuMOR340@correo.com,1,OK,0
 Diego ,MARQUEZ,H,01/26/1977,MEX,535355901,01/03/1986,+52572712062, DiMAR599@correo.com,1,OK,0
Lía,REYES,M,09/24/1985,MEX,984143595,01/03/1999,+52781420045,LíaREY441@correo.com,1,OK,0
Isabel,CALVO,M,09/01/1993,ARG,904916759,04/23/1999,+54830319536,IsaCAL247@correo.com,1,OK,0
Arlet,NAVARRO,M,08/25/1983,MEX,915780372,10/30/1987,+52565756107,ArlNAV792@correo.com,1,NOK,2
 Ismael ,DOMINGUEZ,H,08/28/2001,MEX,454182545,11/13/2006,+52885833897, IsDOM646@correo.com,1,OK,0
 Víctor ,ORTIZ,H,09/09/1964,MEX,341927812,12/14/1969,+52734234414, VíORT75@correo.com,1,OK,0
Margarita,NAVARRO,M,12/01/1970,ARG,396280837,11/27/1977,+54885737231,MarNAV664@correo.com,1,NOK,2
Cristina,GONZALEZ,M,07/18/1976,ESP,754489404,12/17/1994,+34985120611,CriGON910@correo.com,1,NOK,3
 Alonso ,RAMIREZ,H,04/06/1976,PER,775242364,04/11/1983,+51615702191, AlRAM918@correo.com,1,NOK,3
Violeta,MENDEZ,M,08/15/1963,COL,541315142,11/28/1968,+57815411784,VioMEN297@correo.com,1,OK,0
 José ,BENITEZ,H,09/28/1989,COL,760861612,12/27/2008,+57368090872, JoBEN930@correo.com,1,OK,0
 Pedro ,DURAN,H,07/21/1966,MEX,406616270,09/19/1982,+52656552582, PeDUR268@correo.com,1,NOK,1
 Ismael ,CANO,H,02/04/1993,ARG,949743495,11/09/2001,+54326339530, IsCAN307@correo.com,1,OK,0
Perla,FERNANDEZ,M,06/29/2000,ARG,315107005,10/09/2016,+54785229915,PerFER440@correo.com,1,NOK,2
Ainara,ORTIZ,M,05/05/1985,COL,128418343,11/08/1994,+57240829432,AinORT242@correo.com,1,OK,0
 Youssef ,MORENO,H,05/07/1964,ESP,898656379,05/29/1977,+34869584834, YoMOR829@correo.com,1,OK,0
Diana,LOZANO,M,10/16/1994,MEX,321253921,02/15/1996,+52377427119,DiaLOZ715@correo.com,1,NOK,1
Carla,GALLEGO,M,11/19/1993,MEX,995169820,01/26/2002,+52342996018,CarGAL855@correo.com,1,NOK,0
Perla,CRESPO,M,09/12/1982,MEX,218690041,03/27/1983,+52242243285,PerCRE600@correo.com,1,NOK,0
Aroa,HERRERA,M,01/13/1994,PER,268050181,11/19/2013,+51455507533,AroHER455@correo.com,1,OK,0
 Iker ,SANZ,H,06/10/1991,COL,742982974,10/04/2001,+57237106753, IkSAN32@correo.com,1,NOK,3
Abril,CRESPO,M,03/13/1968,ARG,827635040,05/20/1981,+54280002281,AbrCRE663@correo.com,1,NOK,3
Oriane,DELGADO,M,09/16/1969,MEX,327441639,01/30/1972,+52935009310,OriDEL218@correo.com,1,NOK,1
 Alejandro ,VICENTE,H,01/19/1965,ARG,937513685,10/29/1965,+54747254367, AlVIC747@correo.com,1,OK,0
 Samuel ,BLANCO,H,02/05/1998,ARG,718720826,07/01/1998,+54357110584, SaBLA795@correo.com,1,OK,0
Laura,DURAN,M,12/29/1964,MEX,940010712,08/23/1984,+52284607065,LauDUR235@correo.com,1,OK,0
Anahí,CAMPOS,M,01/17/1988,ESP,976500291,11/23/2001,+34954764659,AnaCAM202@correo.com,1,OK,0
Edelweiss,ORTIZ,M,03/09/1993,MEX,287413571,07/08/1997,+52993024465,EdeORT801@correo.com,1,OK,0
Isabella,MOYA,M,01/31/1985,ESP,567564643,05/23/1990,+34281375610,IsaMOY719@correo.com,1,NOK,3
Aitana,MOYA,M,09/12/1988,COL,591553155,04/30/1996,+57829951686,AitMOY371@correo.com,1,OK,0
 Aleix ,,H,03/17/1966,ESP,343692152,05/05/1985,+34216994138, Al644@correo.com,1,OK,0
Daniela,ORTIZ,M,03/01/1978,ESP,506329448,03/28/1985,+34615260416,DanORT720@correo.com,1,OK,0
 Martín ,SOTO,H,04/03/1993,COL,554023874,06/25/1996,+57239708667, MaSOT528@correo.com,1,NOK,2
 Gabriel ,RUBIO,H,04/30/1996,MEX,709472013,08/23/2004,+52792815207, GaRUB95@correo.com,1,OK,0
 Jaime ,TORRES,H,03/27/1982,PER,576051435,08/25/1991,+51258480773, JaTOR513@correo.com,1,NOK,2
 Leonardo ,GARCIA,H,04/02/1982,ARG,904132793,02/07/1995,+54973322807, LeGAR730@correo.com,1,OK,0
 Sergio ,GIMENEZ,H,11/14/1968,MEX,975243662,06/06/1988,+52531741766, SeGIM292@correo.com,1,OK,0
 Youssef ,HERRERO,H,12/12/1984,PER,250849949,06/07/1993,+51810118326, YoHER72@correo.com,1,OK,0
Hugo ,MARTIN,H,05/20/1977,ARG,334934995,02/15/1987,+54975330193,HugMAR803@correo.com,1,NOK,1
Bronte,BRAVO,M,07/11/1969,COL,380925863,09/01/1978,+57822593889,BroBRA878@correo.com,1,OK,0
Edelweiss,MARTIN,M,10/09/1973,MEX,755501750,03/14/1977,+52907004435,EdeMAR507@correo.com,1,OK,0
 Oliver ,MARTIN,H,11/19/1972,MEX,462751467,03/27/1980,+52107813385, OlMAR175@correo.com,1,NOK,0
Gabriela,DURAN,M,03/19/1997,COL,886661411,08/14/2009,+57899331591,GabDUR361@correo.com,1,OK,0
,DOMINGUEZ,H,07/22/1987,ARG,860956683,06/07/1999,+54319571575,DOM969@correo.com,1,OK,0
 Isaac ,HERRERO,H,04/03/2002,PER,276380795,10/08/2011,+51205489535, IsHER380@correo.com,1,NOK,1
Tempestad,PARRA,M,02/27/1971,ESP,889634061,04/25/1972,+34920798667,TemPAR189@correo.com,1,NOK,3
Oriane,ROMAN,M,10/03/1982,MEX,719037011,11/18/1988,+52686557842,OriROM1@correo.com,1,OK,0
Elsa,RAMOS,M,04/05/1976,ESP,226167880,08/22/1983,+34348228674,ElsRAM890@correo.com,1,NOK,0
 Youssef ,ROMERO,H,03/07/1994,MEX,628667498,10/04/2003,+52774748483, YoROM653@correo.com,1,OK,0
Ainara,PRIETO,M,05/14/2003,ESP,171585848,03/07/2014,+34344295497,AinPRI326@correo.com,1,OK,0
 Joel ,RUBIO,H,07/17/1989,PER,357062615,07/31/2008,+51789321765, JoRUB249@correo.com,1,OK,0
Iria,DIEZ,M,07/30/1977,PER,597706762,09/21/1985,+51767678059,IriDIE625@correo.com,1,NOK,1
,CARMONA,H,02/24/1985,ESP,441538221,11/27/2003,+34113783099,CAR670@correo.com,1,NOK,2
Ana,REYES,M,03/27/1970,COL,796816922,08/05/1972,+57474408065,AnaREY483@correo.com,1,NOK,1
 Teo ,PEREZ,H,06/10/1998,COL,645920872,12/28/2006,+57433479033, TePER389@correo.com,1,NOK,2
 Fernando ,RODRIGUEZ,H,03/25/1968,MEX,180849369,05/28/1985,+52378600500, FeROD680@correo.com,1,NOK,0
 Martín ,CARRASCO,H,10/16/1968,PER,130996586,06/03/1983,+51958732404, MaCAR674@correo.com,1,OK,0
Abril,SANTANA,M,01/07/1999,COL,555098614,04/22/2014,+57962627841,AbrSAN930@correo.com,1,OK,0
Lía,MEDINA,M,04/18/1973,MEX,870153690,05/31/1977,+52782795184,LíaMED614@correo.com,1,OK,0
 Eric ,MORENO,H,04/28/1968,ESP,159508008,06/27/1975,+34630672257, ErMOR474@correo.com,1,NOK,2
 Julen ,CASTRO,H,10/22/1993,PER,482364968,02/23/2002,+51422623717, JuCAS75@correo.com,1,OK,0
 Jesús ,HERNANDEZ,H,11/04/2003,ARG,281699281,10/31/2020,+54743499454, JeHER870@correo.com,1,OK,0
Alma,LOPEZ,M,12/03/1982,MEX,917488187,04/08/1989,+52979693308,AlmLOP984@correo.com,1,OK,0
 Rafael ,FERNANDEZ,H,07/12/1981,PER,389553181,04/22/1988,+51247502134, RaFER685@correo.com,1,OK,0
Amaia,SANCHEZ,M,02/03/1987,MEX,813393154,07/21/1989,+52755445974,AmaSAN206@correo.com,1,NOK,0
Inés,SERRANO,M,11/09/2000,MEX,539709339,06/13/2020,+52103887442,InéSER56@correo.com,1,OK,0
 Elías ,PASTOR,H,03/30/1974,MEX,266324885,09/21/1980,+52877500523, ElPAS279@correo.com,1,NOK,2
Lulani,SOLER,M,10/16/2000,COL,742291788,03/18/2008,+57380120101,LulSOL562@correo.com,1,NOK,1
Ángela,CANO,M,11/28/1964,ESP,144106738,09/06/1984,+34116549562,ÁngCAN841@correo.com,1,OK,0
Jana,ORTEGA,M,10/18/1991,ESP,434401020,10/08/1995,+34244700759,JanORT150@correo.com,1,NOK,1
Aitana,JIMENEZ,M,04/17/1987,MEX,529133511,11/27/1987,+52924712758,AitJIM882@correo.com,1,NOK,3
,CABALLERO,M,03/12/1979,PER,594187735,08/23/1986,+51728443786,CAB583@correo.com,1,OK,0
Carla,SERRANO,M,01/12/1963,COL,818182862,03/13/1974,+57933817227,CarSER837@correo.com,1,NOK,0
Oriane,ROMERO,M,12/18/1980,COL,365138764,07/28/1981,+57463338738,OriROM476@correo.com,1,NOK,2
 Eric ,MARTINEZ,H,12/18/1986,ARG,410424909,10/28/1992,+54927723177, ErMAR258@correo.com,1,OK,0
 Samuel ,ROMAN,H,01/04/1981,MEX,935314491,08/14/1983,+52553687517, SaROM596@correo.com,1,NOK,3
 Marc ,ROMERO,H,11/19/1965,ARG,163418772,01/23/1967,+54414425361, MaROM551@correo.com,1,NOK,1
 Aarón ,ARIAS,H,02/06/1962,PER,761967214,03/07/1973,+51379738822, AaARI942@correo.com,1,OK,0
 Luka ,MOLINA,H,08/06/1998,ESP,992877699,07/06/2013,+34689812788, LuMOL30@correo.com,1,OK,0
 Alejandro ,GUERRERO,H,08/20/2001,MEX,539902143,01/14/2014,+52665715545, AlGUE393@correo.com,1,OK,0
Andrea,PASTOR,M,07/14/1963,COL,830183529,02/04/1982,+57249772180,AndPAS252@correo.com,1,NOK,2
Gala,DIAZ,M,06/02/1998,ARG,267163940,09/08/2010,+54420290645,GalDIA428@correo.com,1,NOK,3
 Manuel,ROJAS,H,10/27/1970,COL,123077543,10/03/1971,+57779585904, MaROJ327@correo.com,1,OK,0
 Daniel ,VEGA,H,05/14/1967,MEX,428138316,10/04/1978,+52777340730, DaVEG555@correo.com,1,OK,0
Oriane,MEDINA,M,03/23/1964,MEX,632968939,05/08/1978,+52613829060,OriMED864@correo.com,1,NOK,0
Irene,FERNANDEZ,M,09/26/1968,ARG,470717510,03/25/1973,+54579520455,IreFER833@correo.com,1,NOK,0
Margarita,ROMAN,M,07/20/1997,ARG,702166627,12/06/2011,+54103852728,MarROM204@correo.com,1,OK,0
Elia,PRIETO,M,11/03/1979,ARG,392827844,03/13/1988,+54908576250,EliPRI665@correo.com,1,NOK,0
Kalindi,VICENTE,M,07/28/1978,PER,751757497,02/24/1990,+51728552102,KalVIC69@correo.com,1,NOK,2
Salana,GONZALEZ,M,04/24/1992,COL,696806807,07/21/1996,+57316371350,SalGON67@correo.com,1,NOK,2
 Leo ,DOMINGUEZ,H,09/12/1968,PER,817525762,02/18/1981,+51820922136, LeDOM5@correo.com,1,NOK,1
Ángela,SAEZ,M,08/20/1991,MEX,437229284,04/12/1996,+52396999320,ÁngSAE771@correo.com,1,NOK,2
 Pablo ,CANO,H,11/19/1972,ESP,800786164,01/09/1977,+34841327884, PaCAN487@correo.com,1,NOK,3
 Marc ,ROJAS,H,05/28/2001,MEX,388470301,12/30/2001,+52485586921, MaROJ51@correo.com,1,NOK,0
Chlóe,CARMONA,M,05/12/1999,PER,686866066,02/17/2007,+51722856455,ChlCAR998@correo.com,1,OK,0
Berta,SOLER,M,08/09/1965,MEX,137328761,08/27/1978,+52461351549,BerSOL374@correo.com,1,OK,0
 Omar ,ROMAN,H,03/22/1981,COL,509792061,06/01/1991,+57416412482, OmROM850@correo.com,1,NOK,1
 Santiago ,CORTES,H,04/12/1997,ARG,753864907,02/13/2016,+54761684839, SaCOR707@correo.com,1,OK,0
Makani,DIEZ,M,11/05/1983,ARG,424326555,03/29/1993,+54682468506,MakDIE38@correo.com,1,OK,0
Elena,GALLARDO,M,10/05/1997,ARG,946131431,07/01/2005,+54595446862,EleGAL309@correo.com,1,OK,0
Violeta,PARRA,M,05/24/1990,PER,926580132,05/08/1997,+51698706580,VioPAR693@correo.com,1,NOK,3
Mahra,SANZ,M,01/31/1979,ARG,934525076,09/26/1998,+54862606033,MahSAN458@correo.com,1,NOK,0
Chlóe,NIETO,M,04/24/1977,COL,497469547,12/04/1989,+57639281606,ChlNIE279@correo.com,1,NOK,1
 Mauro ,CABALLERO,H,01/24/1991,MEX,169877322,08/12/2006,+52498351270, MaCAB263@correo.com,1,NOK,0
 Youssef ,ROMERO,H,08/07/1964,ESP,933062070,09/16/1965,+34757979301, YoROM579@correo.com,1,NOK,2
 Gabriel ,VAZQUEZ,H,12/28/1962,ESP,988863259,02/09/1965,+34664459940, GaVAZ643@correo.com,1,NOK,3
Alicia,GALLEGO,M,01/19/1989,PER,773286813,03/30/2000,+51808992697,AliGAL693@correo.com,1,NOK,0
Helia,MEDINA,M,10/14/1977,COL,296324702,05/22/1981,+57109267372,HelMED466@correo.com,1,OK,0
Aluvión,FERNANDEZ,M,01/23/1970,COL,835340700,03/06/1989,+57570273193,AluFER154@correo.com,1,OK,0
 Alejandro ,PEREZ,H,04/14/1961,COL,744429786,02/17/1980,+57716413701, AlPER72@correo.com,1,NOK,3
Saori,ARIAS,M,01/16/2000,MEX,834099731,04/26/2002,+52989290447,SaoARI399@correo.com,1,NOK,2
 Jan ,BLANCO,H,01/05/1972,COL,151895044,07/08/1983,+57563650589, JaBLA857@correo.com,1,OK,0
 Liam ,MORENO,H,06/10/1964,PER,668742307,10/30/1972,+51651153232, LiMOR7@correo.com,1,OK,0
 Jorge ,ARIAS,H,08/12/1978,PER,112875582,06/25/1984,+51621165808, JoARI7@correo.com,1,OK,0
Alicia,FERNANDEZ,M,01/08/1990,PER,169910264,11/29/2003,+51848451220,AliFER813@correo.com,1,OK,0
 Aleix ,MARQUEZ,H,05/12/1975,PER,385927149,09/02/1975,+51518923381, AlMAR669@correo.com,1,NOK,0
 Elías ,CRESPO,H,06/03/1978,COL,847675609,07/28/1996,+57907713747, ElCRE584@correo.com,1,NOK,0
Violeta,CALVO,M,06/06/1991,PER,335054187,02/04/2002,+51970955404,VioCAL448@correo.com,1,NOK,0
Helena,LOPEZ,M,01/26/2000,MEX,915171762,09/08/2015,+52625425572,HelLOP794@correo.com,1,OK,0
 Ismael ,VEGA,H,12/10/1994,MEX,561873230,05/24/2002,+52298131116, IsVEG70@correo.com,1,OK,0
 Jaime ,VARGAS,H,11/18/1986,ARG,810698349,07/17/2005,+54381322785, JaVAR638@correo.com,1,NOK,1
Talía,CARRASCO,M,02/28/1988,ARG,941866151,04/11/1998,+54639950248,TalCAR71@correo.com,1,NOK,2
Aluvión,IBAÑEZ,M,11/13/1993,PER,854389061,11/11/2003,+51368326526,AluIBA573@correo.com,1,NOK,2
Alejandra,SANCHEZ,M,06/06/1990,ESP,492432605,07/21/2008,+34483827473,AleSAN343@correo.com,1,OK,0
Isabel,ROMERO,M,10/22/1992,MEX,693403679,12/13/1996,+52656631973,IsaROM261@correo.com,1,NOK,3
Adara,MOYA,M,03/05/1984,ARG,235617334,10/02/1992,+54253808052,AdaMOY736@correo.com,1,NOK,2
